Switched-In;Switched-Out;CPU;PID;TID;Comm;Runtime;Time Out-In;Time Out-Out;Time In-In;Time In-Out
4670.273121220;4670.273181176;6;48165;48171;Compositor;59956;25830127;25890083;25890212;25950168
4670.269132148;4670.273357781;11;48165;48165;chromium;4225633;16567;4242200;2022972;6248605
4670.274407769;4670.274699734;10;4144;4150;Chrome_ChildIOT;291965;2024235;2316200;2276981;2568946
4670.274714316;4670.274726298;21;308;308;kworker/u65:0;11982;18517133;18529115;18555258;18567240
4670.273486875;4670.274751497;0;2376;2376;gnome-shell;1264622;17105636;18370258;17297763;18562385
4670.274793003;4670.274880444;17;3959;3959;Xwayland;87441;19729699;19817140;19802819;19890260
4670.275826659;4670.275925219;1;4140;4140;chromium;98560;7110836;7209396;7500249;7598809
4670.275786956;4670.275933612;14;4140;4232;VizCompositorTh;146656;28120211;28266867;28178817;28325473
4670.275953573;4670.276024714;12;48165;48169;Chrome_ChildIOT;71141;26315944;26387085;26377760;26448901
4670.275994512;4670.276079674;17;3959;3959;Xwayland;85162;1114068;1199230;1201509;1286671
4670.276136225;4670.276211900;1;4140;4140;chromium;75675;211006;286681;309566;385241
4670.276067328;4670.276247659;6;48165;48171;Compositor;180331;2886152;3066483;2946108;3126439
4670.276247522;4670.276309191;17;3959;3959;Xwayland;61669;167848;229517;253010;314679
4670.276352716;4670.276409522;1;4140;4140;chromium;56806;140816;197622;216491;273297
4670.276450408;4670.276497945;17;3959;3959;Xwayland;47537;141217;188754;202886;250423
4670.276536435;4670.276594547;1;4140;4140;chromium;58112;126913;185025;183719;241831
4670.276633339;4670.276682958;17;3959;3959;Xwayland;49619;135394;185013;182931;232550
4670.276716315;4670.276871477;1;4140;4140;chromium;155162;121768;276930;179880;335042
4670.276905030;4670.276920553;20;49599;49599;kworker/20:1;15523;22195218;22210741;22213657;22229180
4670.276900129;4670.276988447;14;4140;4232;VizCompositorTh;88318;966517;1054835;1113173;1201491
4670.276956718;4670.277003771;21;308;308;kworker/u65:0;47053;2230420;2277473;2242402;2289455
4670.277967982;4670.278068231;6;48165;48171;Compositor;100249;1720323;1820572;1900654;2000903
4670.278089729;4670.278182474;14;3902;3957;Chrome_IOThread;92745;5585142;5677887;5699951;5792696
4670.278354401;4670.278362647;6;32598;32598;kworker/6:1;8246;975827318;975835564;975845588;975853834
4670.278211141;4670.278389435;4;3902;3902;chromium;178294;5128628;5306922;5680752;5859046
4670.278426040;4670.278440907;23;16;16;rcu_preempt;14867;7930433;7945300;7944126;7958993
4670.276196819;4670.279207963;11;48165;48165;chromium;3011144;2839038;5850182;7064671;10075815
4670.279399463;4670.279584341;11;48165;48165;chromium;184878;191500;376378;3202644;3387522
4670.279250482;4670.279612417;6;48165;48171;Compositor;361935;1182251;1544186;1282500;1644435
4670.279743815;4670.279812929;6;48165;48171;Compositor;69114;131398;200512;493333;562447
4670.279631545;4670.279881720;8;48165;48167;ThreadPoolForeg;250175;10454631;10704806;10483310;10733485
4670.279919689;4670.280264250;6;48165;48171;Compositor;344561;106760;451321;175874;520435
4670.280302677;4670.280401943;12;48165;48169;Chrome_ChildIOT;99266;4277963;4377229;4349104;4448370
4670.280445855;4670.280628056;21;4140;4230;Chrome_ChildIOT;182201;12140113;12322314;12281740;12463941
4670.280655151;4670.280753363;12;48165;48169;Chrome_ChildIOT;98212;253208;351420;352474;450686
4670.280785888;4670.281018086;6;48165;48171;Compositor;232198;521638;753836;866199;1098397
4670.280997723;4670.281097325;21;4140;4230;Chrome_ChildIOT;99602;369667;469269;551868;651470
4670.281051296;4670.281133759;11;48165;48165;chromium;82463;1466955;1549418;1651833;1734296
4670.280608640;4670.281166639;1;4140;4140;chromium;557999;3737163;4295162;3892325;4450324
4670.281473371;4670.281550224;12;48165;48169;Chrome_ChildIOT;76853;720008;796861;818220;895073
4670.281582204;4670.281667664;6;48165;48171;Compositor;85460;564118;649578;796316;881776
4670.281132580;4670.281722093;14;4140;4232;VizCompositorTh;589513;4144133;4733646;4232451;4821964
4670.281745727;4670.281827628;12;48165;48169;Chrome_ChildIOT;81901;195503;277404;272356;354257
4670.281864458;4670.281953115;6;48165;48171;Compositor;88657;196794;285451;282254;370911
4670.281707923;4670.282463334;1;4140;4140;chromium;755411;541284;1296695;1099283;1854694
4670.282645122;4670.282726376;14;4140;4232;VizCompositorTh;81254;923029;1004283;1512542;1593796
4670.282931189;4670.283007901;1;4140;4140;chromium;76712;467855;544567;1223266;1299978
4670.282640410;4670.283031347;17;3959;3959;Xwayland;390937;5957452;6348389;6007071;6398008
4670.283024781;4670.283056024;1;4140;4140;chromium;31243;16880;48123;93592;124835
4670.283063736;4670.283094212;17;3959;3959;Xwayland;30476;32389;62865;423326;453802
4670.283090285;4670.283113349;1;4140;4140;chromium;23064;34261;57325;65504;88568
4670.283017267;4670.283172286;0;2376;2376;gnome-shell;155019;8265770;8420789;9530392;9685411
4670.283178111;4670.283227767;17;3959;3959;Xwayland;49656;83899;133555;114375;164031
4670.283276237;4670.283421445;1;4140;4140;chromium;145208;162888;308096;185952;331160
4670.285048054;4670.285069096;20;49599;49599;kworker/20:1;21042;8127501;8148543;8143024;8164066
4670.286432062;4670.286446146;23;16;16;rcu_preempt;14084;7991155;8005239;8006022;8020106
4670.289482012;4670.289516329;21;308;308;kworker/u65:0;34317;12478241;12512558;12525294;12559611
4670.289516329;4670.289550534;21;389;389;kworker/21:1H;34205;33282826;33317031;33319146;33353351
4670.289683841;4670.289699426;20;49599;49599;kworker/20:1;15585;4614745;4630330;4635787;4651372
4670.289514414;4670.289780742;0;2376;2376;gnome-shell;266328;6342128;6608456;6497147;6763475
4670.289843885;4670.289914805;17;3959;3959;Xwayland;70920;6616118;6687038;6665774;6736694
4670.294444349;4670.294460233;23;16;16;rcu_preempt;15884;7998203;8014087;8012287;8028171
4670.294445377;4670.294460403;14;33322;33322;kworker/14:1;15026;763928449;763943475;763965659;763980685
4670.294446467;4670.294462388;16;272;272;kworker/16:1;15921;515906138;515922059;515923626;515939547
4670.302420251;4670.302434570;23;16;16;rcu_preempt;14319;7960018;7974337;7975902;7990221
4670.303334723;4670.303395932;6;48165;48171;Compositor;61209;21381608;21442817;21470265;21531474
4670.303761297;4670.303794951;1;48165;48168;ThreadPoolForeg;33654;90017847;90051501;90124952;90158606
4670.303804005;4670.303812200;1;48165;48168;ThreadPoolForeg;8195;9054;17249;42708;50903
4670.303926978;4670.303965415;24;48165;48872;ThreadPoolForeg;38437;131223216;131261653;131352581;131391018
4670.297445128;4670.303991309;11;48165;48165;chromium;6546181;16311369;22857550;16393832;22940013
4670.303957012;4670.303992542;18;48165;48871;ThreadPoolForeg;35530;131277378;131312908;131385694;131421224
4670.303819278;4670.304014527;1;48165;48168;ThreadPoolForeg;195249;7078;202327;15273;210522
4670.304008417;4670.304021272;11;48165;48165;chromium;12855;17108;29963;6563289;6576144
4670.303858380;4670.304030199;4;48165;48868;ThreadPoolForeg;171819;131159042;131330861;131343521;131515340
4670.303978615;4670.304039179;24;48165;48872;ThreadPoolForeg;60564;13200;73764;51637;112201
4670.304023635;4670.304048145;1;48165;48168;ThreadPoolForeg;24510;9108;33618;204357;228867
4670.303924528;4670.304066162;23;48165;48870;ThreadPoolForeg;141634;131159765;131301399;131439624;131581258
4670.304004010;4670.304068636;18;48165;48871;ThreadPoolForeg;64626;11468;76094;46998;111624
4670.304076025;4670.304321283;18;48165;48871;ThreadPoolForeg;245258;7389;252647;72015;317273
4670.304053857;4670.304331608;24;48165;48872;ThreadPoolForeg;277751;14678;292429;75242;352993
4670.304038939;4670.304340076;4;48165;48868;ThreadPoolForeg;301137;8740;309877;180559;481696
4670.304328576;4670.304346903;18;48165;48871;ThreadPoolForeg;18327;7293;25620;252551;270878
4670.304030077;4670.304391760;11;48165;48165;chromium;361683;8805;370488;21660;383343
4670.304406665;4670.304414200;11;48165;48165;chromium;7535;14905;22440;376588;384123
4670.303818554;4670.304427290;0;48165;48869;ThreadPoolForeg;608736;131214489;131823225;131291511;131900247
4670.304478284;4670.304484799;11;48165;48165;chromium;6515;64084;70599;71619;78134
4670.303761729;4670.304496277;8;48165;48167;ThreadPoolForeg;734548;23880009;24614557;24130184;24864732
4670.304527230;4670.304534127;11;48165;48165;chromium;6897;42431;49328;48946;55843
4670.304059613;4670.304534556;1;48165;48168;ThreadPoolForeg;474943;11468;486411;35978;510921
4670.304075589;4670.304882320;23;48165;48870;ThreadPoolForeg;806731;9427;816158;151061;957792
4670.305163754;4670.305219107;8;48165;48167;ThreadPoolForeg;55353;667477;722830;1402025;1457378
4670.307976057;4670.307987298;21;308;308;kworker/u65:0;11241;18459728;18470969;18494045;18505286
4670.306835982;4670.308008659;0;2376;2376;gnome-shell;1172677;17055240;18227917;17321568;18494245
4670.308048754;4670.308131738;17;3959;3959;Xwayland;82984;18133949;18216933;18204869;18287853
4670.308527889;4670.308617686;1;4140;4140;chromium;89797;25106444;25196241;25251652;25341449
4670.308677168;4670.308755364;17;3959;3959;Xwayland;78196;545430;623626;628414;706610
4670.308784826;4670.308854418;1;4140;4140;chromium;69592;167140;236732;256937;326529
4670.308888052;4670.308931843;17;3959;3959;Xwayland;43791;132688;176479;210884;254675
4670.308965363;4670.309016327;1;4140;4140;chromium;50964;110945;161909;180537;231501
4670.309050199;4670.309090340;17;3959;3959;Xwayland;40141;118356;158497;162147;202288
4670.309125215;4670.309176439;1;4140;4140;chromium;51224;108888;160112;159852;211076
4670.309211635;4670.309254162;17;3959;3959;Xwayland;42527;121295;163822;161436;203963
4670.309292165;4670.309416323;1;4140;4140;chromium;124158;115726;239884;166950;291108
4670.309426410;4670.309562543;14;4140;4232;VizCompositorTh;136133;26700034;26836167;26781288;26917421
4670.309583001;4670.309647038;12;48165;48169;Chrome_ChildIOT;64037;27755373;27819410;27837274;27901311
4670.309678951;4670.309830157;6;48165;48171;Compositor;151206;6283019;6434225;6344228;6495434
4670.310272310;4670.310290043;20;49599;49599;kworker/20:1;17733;20572884;20590617;20588469;20606202
4670.310310110;4670.310367011;21;308;308;kworker/u65:0;56901;2322812;2379713;2334053;2390954
4670.310402740;4670.310639887;13;49269;49269;kworker/u64:2;237147;102242480;102479627;102245484;102482631
4670.310208844;4670.311539640;8;48165;48167;ThreadPoolForeg;1330796;4989737;6320533;5045090;6375886
4670.311964246;4670.311996528;13;7180;7180;kitty;32282;50058921;50091203;50098955;50131237
4670.311964253;4670.312025116;12;48165;48169;Chrome_ChildIOT;60863;2317215;2378078;2381252;2442115
4670.312061468;4670.312156682;14;3902;3957;Chrome_IOThread;95214;33878994;33974208;33971739;34066953
4670.312185206;4670.312342408;4;3902;3902;chromium;157202;33795771;33952973;33974065;34131267
4670.313059778;4670.313114111;6;48165;48171;Compositor;54333;3229621;3283954;3380827;3435160
4670.313138900;4670.313189538;14;3902;3957;Chrome_IOThread;50638;982218;1032856;1077432;1128070
4670.313220305;4670.313301994;4;3902;3902;chromium;81689;877897;959586;1035099;1116788
4670.304868811;4670.313747250;11;48165;48165;chromium;8878439;334684;9213123;341581;9220020
4670.313782102;4670.313951796;6;48165;48171;Compositor;169694;667991;837685;722324;892018
4670.313852003;4670.313991871;11;48165;48165;chromium;139868;104753;244621;8983192;9123060
4670.314002157;4670.314014784;6;48165;48171;Compositor;12627;50361;62988;220055;232682
4670.313975739;4670.314072575;8;48165;48167;ThreadPoolForeg;96836;2436099;2532935;3766895;3863731
4670.314060022;4670.314177609;6;48165;48171;Compositor;117587;45238;162825;57865;175452
4670.314217499;4670.314265216;12;48165;48169;Chrome_ChildIOT;47717;2192383;2240100;2253246;2300963
4670.314314846;4670.314419866;21;4140;4230;Chrome_ChildIOT;105020;33217521;33322541;33317123;33422143
4670.314465348;4670.314513028;12;48165;48169;Chrome_ChildIOT;47680;200132;247812;247849;295529
4670.314391464;4670.314628800;1;4140;4140;chromium;237336;4975141;5212477;5099299;5336635
4670.314569944;4670.314678698;6;48165;48171;Compositor;108754;392335;501089;509922;618676
4670.314699533;4670.314745473;21;4140;4230;Chrome_ChildIOT;45940;279667;325607;384687;430627
4670.314718353;4670.314756110;11;48165;48165;chromium;37757;726482;764239;866350;904107
4670.314952788;4670.314988282;12;48165;48169;Chrome_ChildIOT;35494;439760;475254;487440;522934
4670.315023110;4670.315065174;6;48165;48171;Compositor;42064;344412;386476;453166;495230
4670.314773678;4670.315066327;14;4140;4232;VizCompositorTh;292649;5211135;5503784;5347268;5639917
4670.315098970;4670.315130815;12;48165;48169;Chrome_ChildIOT;31845;110688;142533;146182;178027
4670.315165260;4670.315202457;6;48165;48171;Compositor;37197;100086;137283;142150;179347
4670.315098946;4670.315420524;1;4140;4140;chromium;321578;470146;791724;707482;1029060
4670.315648345;4670.315686257;14;4140;4232;VizCompositorTh;37912;582018;619930;874667;912579
4670.315654395;4670.315845826;17;3959;3959;Xwayland;191431;6400233;6591664;6442760;6634191
4670.315824282;4670.315865938;1;4140;4140;chromium;41656;403758;445414;725336;766992
4670.315848953;4670.315921640;0;2376;2376;gnome-shell;72687;7840294;7912981;9012971;9085658
4670.315906348;4670.315926545;17;3959;3959;Xwayland;20197;60522;80719;251953;272150
4670.315924192;4670.315936707;1;4140;4140;chromium;12515;58254;70769;99910;112425
4670.315996789;4670.316016383;17;3959;3959;Xwayland;19594;70244;89838;90441;110035
4670.316050177;4670.316077829;1;4140;4140;chromium;27652;113470;141122;125985;153637
4670.316102567;4670.316129287;17;3959;3959;Xwayland;26720;86184;112904;105778;132498
4670.316160783;4670.316240705;1;4140;4140;chromium;79922;82954;162876;110606;190528
4670.318047992;4670.318068238;20;49599;49599;kworker/20:1;20246;7757949;7778195;7775682;7795928
4670.322740284;4670.322761594;20;49599;49599;kworker/20:1;21310;4672046;4693356;4692292;4713602
4670.322767356;4670.322797741;21;308;308;kworker/u65:0;30385;12400345;12430730;12457246;12487631
4670.322797741;4670.322833493;21;389;389;kworker/21:1H;35752;33247207;33282959;33281412;33317164
4670.322774596;4670.323034767;0;2376;2376;gnome-shell;260171;6852956;7113127;6925643;7185814
4670.323033291;4670.323103252;17;3959;3959;Xwayland;69961;6904004;6973965;6930724;7000685
4670.330721523;4670.331131620;10;4144;4150;Chrome_ChildIOT;410097;56021789;56431886;56313754;56723851
4670.331125273;4670.331206428;12;48165;48169;Chrome_ChildIOT;81155;15994458;16075613;16026303;16107458
4670.330956344;4670.331428717;8;48165;48167;ThreadPoolForeg;472373;16883769;17356142;16980605;17452978
4670.331440445;4670.331552100;8;48165;48167;ThreadPoolForeg;111655;11728;123383;484101;595756
4670.334119217;4670.334176954;6;48165;48171;Compositor;57737;18916760;18974497;18953957;19011694
4670.334191452;4670.334382108;10;4144;4150;Chrome_ChildIOT;190656;3059832;3250488;3469929;3660585
4670.334437480;4670.334451582;23;16;16;rcu_preempt;14102;32002910;32017012;32017229;32031331
4670.334470622;4670.334512553;10;4144;4150;Chrome_ChildIOT;41931;88514;130445;279170;321101
4670.338899509;4670.339022677;8;48165;48167;ThreadPoolForeg;123168;7347409;7470577;7459064;7582232
4670.327801538;4670.339966385;11;48165;48165;chromium;12164847;13045428;25210275;13083185;25248032
4670.340137406;4670.340960032;0;2376;2376;gnome-shell;822626;17102639;17925265;17362810;18185436
4670.340979415;4670.340985774;21;308;308;kworker/u65:0;6359;18181674;18188033;18212059;18218418
4670.341012973;4670.341063840;17;3959;3959;Xwayland;50867;17909721;17960588;17979682;18030549
4670.341794308;4670.341882918;14;4140;4232;VizCompositorTh;88610;26108051;26196661;26145963;26234573
4670.341905300;4670.341953150;12;48165;48169;Chrome_ChildIOT;47850;10698872;10746722;10780027;10827877
4670.341982436;4670.342067967;6;48165;48171;Compositor;85531;7805482;7891013;7863219;7948750
4670.342343413;4670.342405443;1;4140;4140;chromium;62030;26102708;26164738;26182630;26244660
4670.342414337;4670.342422933;23;16;16;rcu_preempt;8596;7962755;7971351;7976857;7985453
4670.342465195;4670.342520852;17;3959;3959;Xwayland;55657;1401355;1457012;1452222;1507879
4670.342557671;4670.342604031;1;4140;4140;chromium;46360;152228;198588;214258;260618
4670.342682096;4670.342729216;17;3959;3959;Xwayland;47120;161244;208364;216901;264021
4670.342757213;4670.342791532;1;4140;4140;chromium;34319;153182;187501;199542;233861
4670.342816578;4670.342840669;17;3959;3959;Xwayland;24091;87362;111453;134482;158573
4670.342881558;4670.342916199;1;4140;4140;chromium;34641;90026;124667;124345;158986
4670.342943676;4670.342970854;17;3959;3959;Xwayland;27178;103007;130185;127098;154276
4670.342964704;4670.343033780;1;4140;4140;chromium;69076;48505;117581;83146;152222
4670.343055065;4670.343103245;14;4140;4232;VizCompositorTh;48180;1172147;1220327;1260757;1308937
4670.343167682;4670.343177189;20;49599;49599;kworker/20:1;9507;20406088;20415595;20427398;20436905
4670.343215084;4670.343248054;21;308;308;kworker/u65:0;32970;2229310;2262280;2235669;2268639
4670.343524087;4670.343578871;6;48165;48171;Compositor;54784;1456120;1510904;1541651;1596435
4670.343603198;4670.343664366;14;3902;3957;Chrome_IOThread;61168;30413660;30474828;30464298;30525466
4670.343695373;4670.343786159;4;3902;3902;chromium;90786;30393379;30484165;30475068;30565854
4670.342083031;4670.344217769;11;48165;48165;chromium;2134738;2116646;4251384;14281493;16416231
4670.344250086;4670.344436619;6;48165;48171;Compositor;186533;671215;857748;725999;912532
4670.344363964;4670.344491333;11;48165;48165;chromium;127369;146195;273564;2280933;2408302
4670.344538243;4670.344574778;6;48165;48171;Compositor;36535;101624;138159;288157;324692
